category,count,relative_pct
SENA REGIONAL ANTIOQUIA Grupo Administrativo Intercentros Medellin,541,0.1202
CORPORACION AUTONOMA REGIONAL DE RISARALDA,533,0.1184
MINISTERIO DE AMBIENTE Y DESARROLLO SOSTENIBLE,533,0.1184
E.S.E. HOSPITAL DEPARTAMENTAL SAN VICENTE DE PAUL,529,0.1176
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE VIVIENDA SOCIAL Y HABITAT,529,0.1176
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARIA DE MOVILIDAD,522,0.116
AGENCIA DE EDUCACIÓN POSTSECUNDARIA DE MEDELLÍN -SAPIENCIA-,520,0.1156
iNSTITUTO DE DEPORTE Y RECREACION DEL META - IDERMETA,519,0.1153
ALCALDIA MUNICIPAL DE FACATATIVA,510,0.1133
INSTITUTO DE CULTURA Y TURISMO DE MANIZALES,510,0.1133
MINISTERIO DE MINAS Y ENERGIA,505,0.1122
INSTITUTO DISTRITAL DE LA PARTICIPACIÓN Y ACCIÓN COMUNAL,501,0.1113
ALCALDIA MUNICIPAL DE GIRARDOT,499,0.1109
DEPARTAMENTO DE CUNDINAMARCA - SECRETARIA DE EDUCACION,497,0.1104
MUNICIPIO DE MONTERIA,497,0.1104
CGR-NIVEL CENTRAL,496,0.1102
ARMADA NACIONAL HOSPITAL NAVAL DE CARTAGENA,494,0.1098
MINVIVIENDA,492,0.1093
METRO CALI S.A ACUERDO DE REESTRUCTURACION,489,0.1087
UNIDAD PRESTADORA DE SALUD SANTANDER,488,0.1084
DILOF,486,0.108
MUNICIPIO DE CALDAS ANTIOQUIA,486,0.108
SANTIAGO DE CALI DISTRITO ESPECIAL - SECRETARÍA DE GESTIÓN DEL RIESGO DE EMERGENCIAS Y DESASTRE,484,0.1076
CUNDINAMARCA-ALCALDIA MUNICIPIO MOSQUERA,483,0.1073
UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PÚBLICOS..,481,0.1069
COMANDO GENERAL DE LAS FUERZAS MILITARES,481,0.1069
UNIDAD PRESTADORA DE SALUD ATLANTICO,477,0.106
ALCALDÍA MUNICIPAL COTA,474,0.1053
MUNICIPIO DE PAIPA,470,0.1044
CORPORACIÓN AUTÓNOMA REGIONAL DE LA ORINOQUIA,464,0.1031
EMPRESA DE DESARROLLO URBANO DE MEDELLIN,463,0.1029
COLOMBIA COMPRA EFICIENTE,463,0.1029
ALCALDIA MUNICIPAL DE CHINCHINA,462,0.1027
MUNICIPIO DE PITALITO,461,0.1024
AREA METROPOLITANA DEL VALLE DE ABURRA,461,0.1024
BANCO AGRARIO DE COLOMBIA S.A.,457,0.1016
MUNICIPIO DE SANTA ROSA DE CABAL,453,0.1007
SENA REGIONAL ATLANTICO Intercentros,452,0.1004
RASES - HUILA No.2,449,0.0998
