category,count,relative_pct
Contraloria de Bogotá - Subdireccion de Contratación,344,0.0764
SECRETARIA DE EDUCACION Y CULTURA,343,0.0762
DIRECCIÓN CONTRATACIÓN,343,0.0762
UNIDAD DE CONTRATACION MEN,341,0.0758
Area de Contratos Dapre,341,0.0758
CONCEJO MUNICIPAL DE MEDELLIN,341,0.0758
SECRETARIA DE EDUCACION Y CULTURA.,341,0.0758
"CONTRATACIÓN SECRETARÍA DE DESARROLLO RURAL, AGRICULTURA Y PESCA",341,0.0758
Secretaría de Educación y Cultura,340,0.0756
Grupo Contratos,340,0.0756
Secretaria General y de las Tic - Dirección de Contratación,334,0.0742
GRUPO CONTRATOS DIJIN,333,0.074
Contratación Masora,332,0.0738
UNIDAD ADMINISTRATIVA ESPECIAL DE SERVICIOS PUBLICOS MUNICIPALES,330,0.0733
Dirección Contractual,328,0.0729
Contratación Ordinaria CPS,327,0.0727
MUNICIPIO DE PUERTO LOPEZ,327,0.0727
Jurídica,325,0.0722
DIRECCIÓN ADMINISTRATIVA Y FINANCIERA,325,0.0722
SECRETARIA JURIDICA Y DE CONTRATACIÓN,324,0.072
UNIDAD DE CONTRATACION DAC,323,0.0718
SECRETARIA DE CULTURA Y TURISMO,323,0.0718
AREA JURÍDICA,323,0.0718
2020+GIT GESTION CONTRACTUAL,319,0.0709
SECRETARIA ADMINISTRATIVA 2024,319,0.0709
OFICINA DE CONTRATACION-AGDLUSA,318,0.0707
TERRITORIAL NORTE,318,0.0707
SECRETARÍA DE PLANEACIÓN,316,0.0702
Subdirección de Apoyo a la Gestión,312,0.0693
111B SECRETARIA DE INFRAESTRUCTURA FÍSICA,309,0.0687
SUMINISTROS Y SERVICIOS,309,0.0687
UNIDAD DE CONTRATACION FONTIC,307,0.0682
Contratacion-despacho,306,0.068
ASTIN,304,0.0676
Direccion de Contratacion DISTRITO DE RIOHACHA,302,0.0671
SECRETARIA ADMINISTRATIVA DELEGADA DECRETO 715,302,0.0671
DANE-SUROCCIDENTE-PASTO,298,0.0662
INDERBU,298,0.0662
JEFATURA SALUD FUERZA AÉREA,297,0.066
POLICIA METROPOLITANA DE BUCARAMANGA,295,0.0656
