entidad,nit_entidad,codigo_entidad,departamento_entidad,ciudad_entidad,procesos,completitud_promedio,pct_con_url,pct_con_descripcion,pct_con_precio_base,pct_ids_clave,pct_consistencia_estados,pct_competencia_reportada,pct_trazabilidad_temporal,pct_anomalia_temporal
COMISIÓN DE REGULACIÓN DE AGUA POTABLE Y SANEAMIENTO BÁSICO.,830000212,700486038,Distrito Capital de Bogotá,Bogotá,130,85.9543,100.0,100.0,100.0,100.0,100.0,20.7692,3.8462,0.0
ESAP TERRITORIAL HUILA-CAQUETA Y BAJO PUTUMAYO,813006956,704787431,Huila,Neiva,130,83.9692,100.0,100.0,90.7692,100.0,100.0,1.5385,0.0,0.0
MUNICIPIO DE CISNEROS,890910913,704539212,Antioquia,Cisneros,130,86.4628,100.0,100.0,100.0,100.0,100.0,32.3077,3.0769,0.0
PERSONERIA DISTRITAL DE SANTIAGO DE CALI,805003895,701511206,Valle del Cauca,Cali,130,84.2547,100.0,100.0,100.0,100.0,100.0,3.8462,0.7692,0.0
ESAP TERRITORIAL SANTANDER,800117540,704827575,Santander,Bucaramanga,129,83.92,100.0,100.0,100.0,100.0,100.0,0.7752,0.0,0.0
MUNICIPIO DE VENECIA ANTIOQUIA,890980764,704359645,Antioquia,Venecia,126,87.3647,100.0,100.0,100.0,100.0,100.0,42.0635,4.7619,0.0
PATRIMONIO AUTÓNOMO P.A.P. MINDEFENSA NACIONAL  FONDETEC,830053105,712713593,Distrito Capital de Bogotá,Bogotá,126,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
SENA REGIONAL AMAZONAS,8999990341,704160746,Amazonas,Leticia,126,86.0209,100.0,100.0,100.0,100.0,100.0,27.7778,0.7937,0.0
"Secretaría de Gobierno, Convivencia y Seguridad - Alcaldía de Tuluá",891900272,712856418,Valle del Cauca,Tuluá,126,85.1757,100.0,100.0,99.2063,100.0,100.0,11.1111,3.9683,0.0
ALCALDIA MUNICIPAL DE OCAÑA,890501102,703478552,Norte de Santander,Ocaña,125,86.6442,100.0,100.0,100.0,100.0,100.0,39.2,0.8,0.0
INSTITUTO DE VALORIZACION DE MANIZALES,800002916,713090454,Caldas,Manizales,125,86.2702,100.0,100.0,99.2,100.0,100.0,24.0,4.8,0.0
ASOCIACION CABLE AEREO MANIZALES,900315506,704271121,Caldas,Manizales,124,88.059,100.0,100.0,99.1935,100.0,100.0,36.2903,13.7097,0.0
Empresa Distrital de Desarrollo y Renovación Urbano Sostenible de Santa Marta- EDUS,901128252,705095792,Magdalena,Santa Marta,121,84.3764,100.0,100.0,99.1736,100.0,100.0,8.2645,0.0,0.0
INSTITUTO DE PLANIFICACIÓN Y PROMOCIÓN DE SOLUCIONES ENERGÉTICAS PARA LAS ZONAS NO INTERCONECTADAS IPSE,899999048,700566011,Distrito Capital de Bogotá,Distrito Capital,120,86.3027,100.0,100.0,94.1667,100.0,100.0,26.6667,2.5,0.0
INSTITUTO DE TRANSITO DEL ATLANTICO,800115102,706206265,Atlántico,Barranquilla,118,84.3758,100.0,100.0,98.3051,100.0,100.0,7.6271,0.0,0.0
EMPRESA SOCIAL DEL ESTADO HOSPITAL ANDRES GIRARDOT GÜICÁN,891855439,700988082,Boyacá,No Definido,117,84.4078,100.0,100.0,100.0,100.0,100.0,8.547,0.0,0.0
FABRICA DE LICORES DEL TOLIMA,890704763,704561703,Tolima,Ibagué,116,84.1203,100.0,100.0,100.0,100.0,100.0,2.5862,0.0,0.0
OLEODUCTO BICENTENARIO DE COLOMBIA SAS,9003773656,714302411,Distrito Capital de Bogotá,Bogotá,116,83.87,100.0,100.0,87.931,100.0,100.0,0.0,0.0,0.0
EMPRESA INDUSTRIAL Y COMERCIAL DEL ESTADO ADMINISTRADORA DEL MONOPOLIO RENTISTICO DE LOS JUEGOS DE SUERTE Y AZAR,900505060,700655012,Distrito Capital de Bogotá,Bogotá,115,84.6834,100.0,100.0,96.5217,100.0,100.0,10.4348,0.0,0.0
ESAP TERRITORIAL TOLIMA,800117541,704571835,Tolima,No Definido,113,83.87,100.0,100.0,93.8053,100.0,100.0,0.0,0.0,0.0
INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE PALMIRA,815000340,704258151,Valle del Cauca,No Definido,111,84.4222,100.0,100.0,100.0,100.0,100.0,6.3063,0.9009,0.0
ESAP TERRITORIAL BOYACA CASANARE,800117524,704405216,Boyacá,Tunja,110,83.8994,100.0,100.0,96.3636,100.0,100.0,0.9091,0.0,0.0
FONDO DE VALORIZACION DEL MUNICIPIO DE MEDELLIN,900158929,712170091,Antioquia,Medellín,110,84.0899,100.0,100.0,100.0,100.0,100.0,3.6364,0.0,0.0
ESAP TERRITORIAL CUNDINAMARCA,830011682,704371061,Cundinamarca,Fusagasugá,108,83.9297,100.0,100.0,85.1852,100.0,100.0,0.9259,0.0,0.0
CENTRAL DE INVERSIONES S. A.,860042945,701138349,Cundinamarca,No Definido,107,83.87,100.0,100.0,99.0654,100.0,100.0,0.0,0.0,0.0
INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE TULUA,891900528,704252790,No Definido,No Definido,106,84.9048,100.0,100.0,100.0,100.0,100.0,13.2075,1.8868,0.0
CENTRO CULTURAL BACATA,832006487,704079797,Cundinamarca,Funza,104,85.0331,100.0,100.0,98.0769,100.0,100.0,18.2692,0.0,0.0
LOTERIA DEL TOLIMA,809008775,701667461,Tolima,Ibagué,104,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
MUNICIPIO DE VITERBO,800090833,704661768,Caldas,No Definido,104,86.4754,100.0,100.0,100.0,100.0,100.0,34.6154,0.9615,0.0
CPMSBEL,811009884,703757047,Antioquia,Bello,101,89.1398,100.0,100.0,99.0099,100.0,100.0,70.297,0.0,0.0
ESAP TERRITORIAL CALDAS,800117525,703508374,Caldas,No Definido,99,83.9678,100.0,100.0,79.798,100.0,100.0,1.0101,0.0,0.0
JUNTA DE DEPORTES COPACABANA,890985016,703458406,Antioquia,Copacabana,99,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
CORPORACION CULTURA MUNICIPAL DE VILLAVICENCIO CORCUMVI*,822001245,700296049,Meta,Villavicencio,98,85.1867,100.0,100.0,100.0,100.0,100.0,19.3878,0.0,0.0
Departamento Administrativo de Planeación - Alcaldía de Tuluá,891900272,712856459,Valle del Cauca,Tuluá,98,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
COMPUTADORES PARA EDUCAR,830079479,703115295,Distrito Capital de Bogotá,No Definido,97,86.5634,100.0,100.0,100.0,100.0,100.0,31.9588,3.0928,0.0
INSTITUTO DEPARTAMENTAL DEL DEPORTE Y LA RECREACIÓN DEL DEPARTAMENTO DE ARAUCA,834001300,709370423,Arauca,Arauca,96,86.5581,100.0,100.0,100.0,100.0,100.0,39.5833,0.0,0.0
AGENCIA NACIONAL DEL ESPECTRO,900334265,700507031,Distrito Capital de Bogotá,No Definido,95,86.8074,100.0,100.0,98.9474,100.0,100.0,22.1053,7.3684,0.0
POSITIVA COMPAÑIA DE SEGUROS S.A,860011153,701350050,Distrito Capital de Bogotá,Bogotá,95,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
CENTRO TECNOLÓGICO DE CÚCUTA,807009100,710609769,Norte de Santander,Cúcuta,94,85.998,100.0,100.0,100.0,100.0,100.0,31.9149,0.0,0.0
FINANCIERA DE DESARROLLO NACIONAL S.A.,860509022,703223495,No Definido,No Definido,93,83.87,100.0,100.0,98.9247,100.0,100.0,0.0,0.0,0.0
INSTITUTO DE TURISMO DE VILLAVICENCIO,822005959,705828283,Meta,Villavicencio,93,85.8124,100.0,100.0,100.0,100.0,100.0,31.1828,0.0,0.0
SECRETARIA DE PAZ TERRITORIAL Y RECONCILIACIÓN,890399029,709888572,Valle del Cauca,Cali,92,84.0628,100.0,100.0,100.0,100.0,100.0,3.2609,0.0,0.0
INSTITUTO PARA EL DEPORTE Y RECREACION DE YOPAL - IDRY,800117801,705755205,Casanare,Yopal,91,87.7687,100.0,100.0,100.0,100.0,100.0,53.8462,2.1978,0.0
CORPORACION PARA EL DESARROLLO Y LA PRODUCTIVIDAD BOGOTA REGION,9001066910,705651156,No Definido,No Definido,90,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
ESE HOSPITAL LOCAL ISMAEL ROLDAN VALENCIA,818001019,704494194,Chocó,Quibdó,87,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
MEGABÚS S.A.,816007837,707893285,Risaralda,Pereira,87,85.3345,100.0,100.0,100.0,100.0,100.0,21.8391,0.0,0.0
CONCEJO MUNICIPAL DE ARMENIA,801002207,715200713,Quindío,Armenia,86,83.9076,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
FONDO DE PREVISION SOCIAL DEL CONGRESO DE LA REPUBLICA,899999734,701128084,Distrito Capital de Bogotá,Bogotá,86,86.7772,100.0,100.0,100.0,100.0,100.0,32.5581,5.814,0.0
ESAP TERRITORIAL NARIÑO ALTO PUTUMAYO,800117534,704688498,No Definido,No Definido,85,83.9459,100.0,100.0,90.5882,100.0,100.0,1.1765,0.0,0.0
Rama Judicial  Dirección Seccional de Administración Judicial de Montería,800165860,703557983,Córdoba,Montería,85,87.5701,100.0,100.0,100.0,100.0,100.0,38.8235,7.0588,0.0
CORPOCESAR,892301483,700681034,Cesar,No Definido,84,87.0001,100.0,100.0,100.0,100.0,100.0,26.1905,8.3333,0.0
Departamento Administrativo de Arte y Cultura - Alcaldía de Tuluá,891900272,712858331,Valle del Cauca,Tuluá,84,84.35,100.0,100.0,100.0,100.0,100.0,8.3333,0.0,0.0
CORPORACION AUTONOMA REGIONAL DE LA GUAJIRA,892115314,702134214,La Guajira,Riohacha,82,87.1943,100.0,100.0,100.0,100.0,98.7805,36.5854,3.6585,0.0
INSTITUTO DEPARTAMENTAL DE DEPORTES DE LA GUAJIRA 1,825001274,709338446,La Guajira,Riohacha,81,84.2284,100.0,100.0,100.0,100.0,100.0,6.1728,0.0,0.0
MUNICIPIO DE SAN JERONIMO,890920814,704277219,Antioquia,San Jerónimo,80,84.2127,100.0,100.0,100.0,100.0,100.0,3.75,1.25,0.0
UPRES DENOR - POLICÍA METROPOLITANA DE CUCUTA,900259415,702358854,Norte de Santander,No Definido,80,86.8536,100.0,100.0,100.0,100.0,100.0,40.0,1.25,0.0
Rama Judicial - Dirección Seccional de Administración Judicial de Ibagué..,8001659455,701646168,Tolima,Ibagué,79,85.9932,100.0,100.0,100.0,100.0,100.0,22.7848,2.5316,0.0
Rama Judicial  Dirección Seccional de Administración Judicial de Barranquilla,800165799,705062164,Atlántico,Barranquilla,79,85.442,100.0,100.0,100.0,100.0,100.0,18.9873,1.2658,0.0
CONTRALORIA DISTRITAL DE CARTAGENA DE INDIAS,800194000,703161174,Bolívar,Cartagena,78,84.9865,100.0,100.0,100.0,100.0,100.0,11.5385,2.5641,0.0
ALCALDIA MUNICIPIO DE ANOLAIMA,899999426,704062611,Cundinamarca,Anolaima,77,89.6932,100.0,100.0,100.0,100.0,100.0,75.3247,5.1948,0.0
ASAMBLEA DEPARTAMENTAL DE ANTIOQUIA,890900286,705403541,Antioquia,Medellín,77,83.87,100.0,100.0,98.7013,100.0,100.0,0.0,0.0,0.0
SECRETARIA JURIDICA DISTRITAL.,899999061,701902298,Distrito Capital de Bogotá,Bogotá,77,85.2525,100.0,100.0,93.5065,100.0,100.0,14.2857,1.2987,0.0
"INSTITUTO DE LA JUVENTUD, EL DEPORTE, LA RECREACION, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACION EXTRAESCOLAR DEL MUNICIPIO DE TUNJA",820000807,702417106,Boyacá,Tunja,76,84.6339,100.0,100.0,98.6842,100.0,100.0,10.5263,0.0,0.0
Secretaría de Hacienda - Alcaldía de Tuluá,891900272,712855519,Valle del Cauca,Tuluá,76,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
HOSPITAL DEPARTAMENTAL FELIPE SUAREZ E.S.E,890801026,704660760,No Definido,No Definido,75,84.042,100.0,100.0,100.0,100.0,100.0,2.6667,0.0,0.0
PERSONERIA MUNICIPAL DE IBAGUE,809000749,701035115,Tolima,Ibagué,75,84.3,100.0,100.0,97.3333,100.0,100.0,6.6667,0.0,0.0
REGION ADMINISTRATIVA DE PLANIFICACION RAP PACIFICO,901127870,703190777,Valle del Cauca,No Definido,75,84.128,100.0,100.0,100.0,100.0,100.0,4.0,0.0,0.0
ASOCIACION DE MUNICIPIOS CORPORACIÓN AGENCIA PARA EL DESARROLLO DE LOS MUNICIPIOS DE LA SUBREGIÓN DE BOSQUES,900225707,702676222,No Definido,No Definido,74,89.2961,100.0,100.0,100.0,100.0,100.0,86.4865,0.0,0.0
Contraloría Municipal de Pereira,800182573,706758588,Risaralda,No Definido,74,85.047,100.0,100.0,98.6486,100.0,100.0,16.2162,1.3514,0.0
INSTITUTO MUNICIPAL DEL DEPORTE Y LA RECREACION DE ARMENIA - SITIO OFICIAL,8900034195,700582067,Quindío,Armenia,74,85.0035,100.0,100.0,100.0,100.0,100.0,9.4595,4.0541,0.0
RAMA JUDICIAL - DIRECCIÓN SECCIONAL DE ADMINISTRACIÓN JUDICIAL DE VILLAVICENCIO,8220012289,700656036,No Definido,No Definido,74,86.3546,100.0,100.0,100.0,100.0,100.0,37.8378,0.0,0.0
SECRETARIA DE DESARROLLO ECONOMICO Y COMPETITIVIDAD,8903990295,709531032,Valle del Cauca,Cali,74,84.0443,100.0,100.0,100.0,100.0,100.0,2.7027,0.0,0.0
INSTITUTO NACIONAL PARA CIEGOS,860015971,701129140,Distrito Capital de Bogotá,Bogotá,73,88.1341,100.0,100.0,98.6301,100.0,100.0,54.7945,5.4795,0.0
ALCALDIA DE FLORENCIA CAUCA,800188492,702224064,Cauca,Florencia,72,86.7149,100.0,100.0,98.6111,100.0,100.0,40.2778,1.3889,0.0
BOMBEROS DE BUCARAMANGA,800022620,704323161,Santander,Bucaramanga,72,85.9308,100.0,100.0,100.0,100.0,100.0,23.6111,1.3889,0.0
CORPORACION UNIVERSIDAD DE LA COSTA,890104530,713460152,Atlántico,Barranquilla,72,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
FISCALÍA GENERAL DE LA NACIÓN REGIONAL NOROCCIDENTAL,800187597,702541236,Antioquia,No Definido,72,88.5301,100.0,100.0,94.4444,100.0,100.0,50.0,8.3333,0.0
INSTITUTO MUNICIPAL DE EMPLEO Y FOMENTO EMPRESARIAL DE BUCARAMANGA,804014968,700674062,Santander,Bucaramanga,72,85.1469,100.0,100.0,100.0,100.0,100.0,19.4444,0.0,0.0
SENA REGIONAL BOYACA Grupo Administrativo CDAA,899999034,704153618,Boyacá,Duitama,71,87.8231,100.0,100.0,100.0,100.0,100.0,45.0704,5.6338,0.0
INSTITUCION EDUCATIVA DE LA SAGRADA FAMILIA,892400116,700088024,"San Andrés, Providencia y Santa Catalina",San Andrés,70,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
INSTITUTO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DEL MUNICIPIO DE BUCARAMANGA,804001897,700681018,Santander,Bucaramanga,70,86.1511,100.0,100.0,98.5714,100.0,100.0,28.5714,1.4286,0.0
SENA HOTELERIA TURISMO Y ALIMENTOS,8999990341,702731035,Distrito Capital de Bogotá,Bogotá,70,85.5283,100.0,100.0,78.5714,100.0,100.0,22.8571,0.0,0.0
ESAP TERRITORIAL ATLÁNTICO,800117522,704901107,Atlántico,Barranquilla,69,84.1506,100.0,100.0,100.0,100.0,100.0,2.8986,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE ACACIAS,822004467,701266132,Meta,Acacías,69,90.0633,100.0,100.0,100.0,100.0,100.0,92.7536,0.0,0.0
INPEC-CARCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE BOGOTA,830032396,700473051,Distrito Capital de Bogotá,Bogotá,69,90.04,100.0,100.0,100.0,100.0,100.0,91.3043,0.0,0.0
PERSONERIA MUNICIPAL DE NEIVA,8002512646,705642312,Huila,No Definido,69,84.3842,100.0,100.0,100.0,100.0,100.0,8.6957,0.0,0.0
Rama Judicial  Dirección Seccional de Administración Judicial de Santa Marta,800165868,705601144,Magdalena,Santa Marta,69,87.2125,100.0,100.0,100.0,100.0,100.0,34.7826,5.7971,0.0
Rama Judicial  Dirección Seccional de Administración Judicial de Valledupar,800165854,706082732,Cesar,Valledupar,68,86.5976,100.0,100.0,100.0,100.0,100.0,36.7647,1.4706,0.0
SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE CONTROL DISCIPLINARIO INTERNO,890399011,703163568,Valle del Cauca,Cali,68,83.965,100.0,100.0,100.0,100.0,100.0,1.4706,0.0,0.0
ALCALDIA MUNICIPAL DE SAN JOSE DE LA MONTAÑA,800022618,704764083,No Definido,No Definido,67,87.481,100.0,100.0,100.0,100.0,100.0,41.791,1.4925,0.0
DISPENSARIO MEDICO NIVEL II BARRANQUILLA,901540734,701678542,Atlántico,Barranquilla,67,87.0234,100.0,100.0,100.0,100.0,100.0,32.8358,7.4627,0.0
EMPRESA DE DESARROLLO URBANO Y RURAL DE DOSQUEBRADAS,816005795,706042066,Risaralda,Dosquebradas,67,84.7846,100.0,100.0,100.0,100.0,100.0,13.4328,0.0,0.0
INSTITUTO DE ATENCION A LA FAMILIA,8908042569,704662246,Caldas,Manizales,67,85.1216,100.0,100.0,100.0,100.0,100.0,19.403,0.0,0.0
INSTITUTO MUNICIPAL DE RECREACIÓN Y DEPORTES DE CHIA,800201907,714178787,Cundinamarca,Chía,67,86.8072,100.0,100.0,100.0,100.0,100.0,29.8507,5.9701,0.0
ARMADA NACIONAL DE COLOMBIA DISPENSARIO MÉDICO NIVEL I BAHÍA MÁLAGA,901540793,701723199,Valle del Cauca,No Definido,66,87.4627,100.0,100.0,100.0,100.0,100.0,51.5152,4.5455,0.0
DEPARTAMENTO DE CUNDINAMARCA-SECRETARIA DE HABITAT Y VIVIENDA,899999114,703970129,Distrito Capital de Bogotá,No Definido,65,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
ESCUELA DE POLICIA SIMON BOLIVAR,800141336,701707044,Valle del Cauca,No Definido,65,89.85,100.0,100.0,100.0,100.0,100.0,81.5385,6.1538,0.0
EMPRESA DE SERVICIOS PUBLICOS DE TENJO SA ESP,900149883,704019751,Cundinamarca,Tenjo,64,83.9205,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
PERSONERIA MUNICIPAL DE POPAYAN,8170050189,712804137,Cauca,Popayán,62,84.4942,100.0,100.0,100.0,100.0,100.0,9.6774,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO MEDIANA SEGURIDAD Y CARCELARIO SONSON,811010113,702986209,Antioquia,Sonson,60,90.32,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
INSTITUTO COLOMBIANO DE BALLET CLÁSICO INCOLBALLET,890326969,700865041,Valle del Cauca,No Definido,60,84.1927,100.0,100.0,100.0,100.0,100.0,3.3333,0.0,0.0
SANTIAGO DE CALI DISTRITO ESPECIAL - DEPARTAMENTO ADMINISTRATIVO DE CONTROL INTERNO,890399011,703991976,Valle del Cauca,Cali,60,83.9775,100.0,100.0,100.0,100.0,100.0,1.6667,0.0,0.0
INSTITUTO TECNICO NACIONAL DE COMERCIO SIMON RODRIGUEZ,800248004,700150022,Valle del Cauca,Cali,59,85.6197,100.0,100.0,100.0,100.0,100.0,16.9492,1.6949,0.0
PERFIL COMPRADOR UNIVERSIDAD SIMÓN BOLÍVAR SGR,8901046339,713778413,Atlántico,Barranquilla,59,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
Universidad Cooperativa de Colombia,8600299247,714487337,Antioquia,Medellín,59,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
CONSEJO PROFESIONAL NACIONAL DE ARQUITECTURA Y SUS PROFESIONES AUXILIARES,830059954,700492069,Distrito Capital de Bogotá,Bogotá,58,86.5676,100.0,100.0,96.5517,100.0,100.0,22.4138,8.6207,0.0
CONTRALORIA GENERAL DEL DEPARTAMENTO DE RISARALDA,891411091,707670964,Risaralda,Pereira,58,85.8167,100.0,100.0,94.8276,100.0,100.0,24.1379,3.4483,0.0
Rama Judicial  Dirección Seccional de Administración Judicial de Cali,805003838,706011103,Valle del Cauca,No Definido,58,88.7083,100.0,100.0,93.1034,100.0,100.0,56.8966,5.1724,0.0
INSTITUTO DEPARTAMENTAL DE RECREACION Y DEPORTES DEL ATLANTICO,802011084,709370175,Atlántico,Barranquilla,56,84.59,100.0,100.0,100.0,100.0,100.0,10.7143,0.0,0.0
INSTITUTO PARA LA EDUCACION FISICA LA RECREACION Y EL DEPORTE DE DUITAMA,826000522,701722183,No Definido,No Definido,55,85.5415,100.0,100.0,100.0,100.0,100.0,29.0909,0.0,0.0
Rama Judicial  Dirección Seccional de Administración Judicial de Sincelejo,800165944,706515467,Sucre,No Definido,55,87.6235,100.0,100.0,100.0,100.0,100.0,49.0909,3.6364,0.0
"INSTITUTO DE DEPORTE, RECREACIÒN Y ACTIVIDAD FÌSICA",8240005548,709183461,Cesar,Valledupar,53,86.0621,100.0,100.0,100.0,100.0,100.0,22.6415,5.6604,0.0
UNIDAD PRESTADORA DE SALUD CHOCO,800140951,702781063,Chocó,Quibdó,53,85.3308,100.0,100.0,100.0,100.0,100.0,22.6415,0.0,0.0
FABRICA DE LICORES Y ALCOHOLES DE ANTIOQUIA,901436775,712037225,Antioquia,Itagui,52,87.2506,100.0,100.0,84.6154,100.0,100.0,53.8462,0.0,0.0
Secretaría de Hábitat e Infraestructura - Alcaldía de Tuluá,891900272,713184257,Valle del Cauca,Tuluá,52,87.6856,100.0,100.0,100.0,100.0,100.0,26.9231,11.5385,0.0
"UNIDAD ADMINISTRATIVA ESPECIAL AGENCIA DEL INSPECTOR GENERAL DE TRIBUTOS, RENTAS Y CONTRIBUCIONES PARAFISCALES-ITRC",900528648,700417025,Distrito Capital de Bogotá,No Definido,52,86.1029,100.0,100.0,100.0,100.0,100.0,28.8462,1.9231,0.0
ASOCIACION DE MUNICIPIOS DEL MAGDALENA MEDIO ANTIOQUEÑO,900793275,713714087,Antioquia,Medellín,51,89.6251,100.0,100.0,100.0,100.0,100.0,92.1569,0.0,0.0
Departamento Administrativo de Movilidad y Seguridad Vial - Alcaldía de Tuluá,891900272,712900257,Valle del Cauca,Tuluá,51,84.7241,100.0,100.0,100.0,100.0,100.0,9.8039,0.0,0.0
GOBERNACIÓN DEL VALLE - OFICINA DE CONTROL INTERNO,890399029,709669808,Valle del Cauca,Cali,51,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
ASOCIACION DE MUNICIPIOS DEL OCCIDENTE ANTIOQUEÑO,900796602,705001477,No Definido,No Definido,50,88.385,100.0,100.0,100.0,100.0,100.0,70.0,0.0,0.0
PERSONERIA DISTRITAL DE BARRANQUILLA,802001234,714360914,Atlántico,Barranquilla,50,84.4506,100.0,100.0,100.0,100.0,100.0,8.0,0.0,0.0
CACOM-3,800141629,701645798,Caquetá,Solano,48,88.0704,100.0,100.0,66.6667,100.0,100.0,54.1667,6.25,0.0
FISCALÍA GENERAL DE LA NACIÓN REGIONAL CENTRAL,800187567,701067183,Distrito Capital de Bogotá,No Definido,48,87.264,100.0,100.0,81.25,100.0,100.0,39.5833,4.1667,0.0
Rama Judicial  Dirección Seccional de Administración Judicial de Popayán,800165853,706084142,Cauca,Popayán,48,89.0781,100.0,100.0,100.0,100.0,100.0,66.6667,4.1667,0.0
BENEFICENCIA DE CUNDINAMARCA,899999072,702188228,Distrito Capital de Bogotá,Bogotá,47,86.6151,100.0,100.0,89.3617,100.0,100.0,38.2979,0.0,0.0
FUNDACION UNIVERSITARIA DE POPAYAN CAUCA,8915018356,714235165,No Definido,No Definido,47,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
INSTITUTO DE DEPORTES DEL DEPARTAMENTO NORTE DE SANTANDER INDENORTE,8070041511,709383293,Norte de Santander,Cúcuta,47,86.6151,100.0,100.0,100.0,100.0,100.0,44.6809,0.0,0.0
INSTITUTO FINANCIERO PARA EL DESARROLLO DE NORTE DE SANTANDER,890501971,709601082,Norte de Santander,Cúcuta,47,84.2819,100.0,100.0,74.4681,100.0,100.0,4.2553,0.0,0.0
Vortal Comprador (Entidad de Sistema),800211401,700000011,Distrito Capital de Bogotá,Bogotá,47,85.3091,100.0,100.0,21.2766,100.0,100.0,80.8511,0.0,0.0
CONCEJO MUNICIPAL DE IBAGUE,890706839,705657096,Tolima,Ibagué,46,84.9222,100.0,100.0,100.0,100.0,100.0,13.0435,0.0,0.0
ESAP TERRITORIAL VALLE DEL CAUCA,800117545,704861186,Valle del Cauca,Cali,46,84.5363,100.0,100.0,97.8261,100.0,100.0,6.5217,2.1739,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE UBATE,832001816,701120024,Cundinamarca,Villa De San Diego De Ubate,46,89.865,100.0,100.0,100.0,100.0,100.0,86.9565,0.0,0.0
CONCEJO DISTRITAL DE BARRANQUILLA,802003327,714296092,Atlántico,Barranquilla,45,84.0133,100.0,100.0,100.0,100.0,100.0,2.2222,0.0,0.0
"INSTITUTO MUNICIPAL DE CULTURA, RECREACIÓN Y DEPORTE DE ITAGUI",901364194,708954680,Antioquia,Itagui,45,84.2644,100.0,100.0,100.0,100.0,100.0,4.4444,0.0,0.0
Rama Judicial  Dirección Seccional de Administración Judicial de Manizales,800165850,705601151,No Definido,No Definido,45,88.7084,100.0,100.0,100.0,100.0,100.0,60.0,6.6667,0.0
CORPORACION AUTONOMA REGIONAL DEL GUAVIO - CORPOGUAVIO (OFICIAL),832000171,702819103,Cundinamarca,Gachala,44,83.98,100.0,100.0,100.0,100.0,100.0,2.2727,0.0,0.0
DEPARTAMENTO DE POLICIA GUAINIA - DEGUN,843000047,702839218,Guainía,Inírida,44,89.6611,100.0,100.0,100.0,100.0,100.0,70.4545,9.0909,0.0
ESCUELA DE POLICIA DE PROVINCIA DE SUMAPAZ INTENDENTE MARITZA BONILLA RUIZ,808000859,701678708,Cundinamarca,Fusagasugá,44,89.6245,100.0,100.0,100.0,100.0,100.0,68.1818,9.0909,0.0
FONAM - DTAN,901037393,703862235,Santander,Bucaramanga,44,89.698,100.0,100.0,100.0,100.0,100.0,88.6364,0.0,0.0
IEDOLORESMARIAUCROS,8901030288,707575973,No Definido,No Definido,44,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
PERSONERIA MUNICIPAL DE ARMENIA,800252796,705333821,Quindío,Armenia,44,84.0166,100.0,100.0,100.0,100.0,100.0,2.2727,0.0,0.0
UNIDAD PARA LAS VÍCTIMAS - FONDO PARA LA REPARACIÓN DE LAS VÍCTIMAS,900490473,703507228,Distrito Capital de Bogotá,Bogotá,44,85.1164,100.0,100.0,100.0,100.0,100.0,20.4545,0.0,0.0
CONTRALORIA DEPARTAMENTAL DEL VALLE DEL CAUCA,800090735,706021904,Valle del Cauca,Cali,43,87.6584,100.0,100.0,100.0,100.0,100.0,44.186,6.9767,0.0
CONTRALORIA MUNICIPAL DE ARMENIA QUINDIO,800215818,704535996,Quindío,Armenia,43,85.1081,100.0,100.0,100.0,100.0,100.0,16.2791,0.0,0.0
CONTRALORIA MUNICIPAL DE FLORIDABLANCA,800005042,701662090,Santander,Floridablanca,43,84.5451,100.0,100.0,100.0,100.0,100.0,9.3023,0.0,0.0
