entidad,nit_entidad,codigo_entidad,departamento_entidad,ciudad_entidad,procesos,completitud_promedio,pct_con_url,pct_con_descripcion,pct_con_precio_base,pct_ids_clave,pct_consistencia_estados,pct_competencia_reportada,pct_trazabilidad_temporal,pct_anomalia_temporal
INSTITUTO COLOMBIANO AGROPECUARIO ICA SECCIONAL PUTUMAYO,8999990697,708551171,Putumayo,Puerto Asís,12,87.4983,100.0,100.0,100.0,100.0,100.0,58.3333,0.0,0.0
INSTITUTO DEPARTAMENTAL DE DEPORTES DEL MAGDALENA,8190008433,704357516,Magdalena,Santa Marta,12,86.4233,100.0,100.0,100.0,100.0,100.0,33.3333,0.0,0.0
INSTITUTO MUNICIPAL DE DEPORTE Y RECREACION DE PUERTO BOYACA,820000484,702293143,No Definido,No Definido,12,84.945,100.0,100.0,100.0,100.0,100.0,16.6667,0.0,0.0
INSTITUTO MUNICIPAL DE DEPORTES Y RECREACIÓN DE APARTADÓ,900266892,702196338,Antioquia,Apartadó,12,85.215,100.0,100.0,100.0,100.0,100.0,16.6667,0.0,0.0
INSTITUTO MUNICIPAL DE TURISMO CULTURA Y FOMENTO DE GIRARDOT,890680035,705272623,Cundinamarca,Girardot,12,87.095,100.0,100.0,100.0,100.0,100.0,50.0,0.0,0.0
MINISTERIO DEL TRABAJO DIRECCIÓN TERRITORIAL SANTANDER,830115226,709251151,No Definido,No Definido,12,86.5583,100.0,100.0,100.0,100.0,100.0,50.0,0.0,0.0
MUNICIPIO DE PAZ DE ARIPORO,800103659,707129185,Casanare,Paz De Ariporo,12,88.9783,100.0,100.0,100.0,100.0,100.0,41.6667,0.0,0.0
ALCALDÍA MUNICIPIO DE ISNOS,800097098,705071272,Huila,Isnos,11,85.6291,100.0,100.0,100.0,100.0,100.0,27.2727,0.0,0.0
ASOCIACIÓN CANAL LOCAL DE TELEVISIÓN DE MEDELLIN - TELEMEDELLIN,811006762,702481193,Antioquia,Medellín,11,90.0273,100.0,100.0,100.0,100.0,100.0,90.9091,0.0,0.0
CENTRO EDUCATIVO SIMON BOLIVAR,900241221,709384010,Córdoba,Puerto Libertador,11,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
CONTRALORIA GENERAL DE LA REPUBLICA-CGR-GERENCIA DEPARTAMENTAL AMAZONAS,899999067,708751508,No Definido,No Definido,11,88.4145,100.0,100.0,100.0,100.0,100.0,72.7273,0.0,0.0
CONTRALORIA MUNICIPAL DE ENVIGADO,811031484,702441692,Antioquia,Envigado,11,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
DIRECCIÓN REGIONAL VIEJO CALDAS N° 6 SEDE PEREIRA,816002178,702966276,Risaralda,Pereira,11,89.5873,100.0,100.0,100.0,100.0,100.0,90.9091,0.0,0.0
EMPRESA CONSTRUCTORA DE VIVIENDA DE TUNJA-ECOVIVIENDA,820003259,712602135,Boyacá,Tunja,11,85.6291,100.0,100.0,100.0,100.0,100.0,27.2727,0.0,0.0
EPMSC TULUA,821000732,703034769,Valle del Cauca,No Definido,11,89.7345,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
ESTABLECIMIENTO CARCELARIO DE SABANALARGA,802005115,702984816,No Definido,No Definido,11,89.7345,100.0,100.0,100.0,100.0,100.0,90.9091,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE VALLEDUPAR -ERE-,892301722,703019885,Cesar,Valledupar,11,89.1491,100.0,100.0,100.0,100.0,100.0,90.9091,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO EL BANCO,819001482,703006031,Magdalena,El Banco,11,90.0273,100.0,100.0,100.0,100.0,100.0,90.9091,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO SANTA ROSA DE OSOS,811010111,703003111,Antioquia,Santa Rosa De Osos,11,90.32,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
FONDO DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DEL BAGRE - FOVIS,800239510,705410694,No Definido,No Definido,11,84.4564,100.0,100.0,100.0,100.0,100.0,9.0909,0.0,0.0
FUNDACION CENTRO DE EXCELENCIA EN SISTEMAS DE INNOVACION,900985321,715191482,Atlántico,Barranquilla,11,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
INDERMA MARINILLA,811008841,713653715,Antioquia,Marinilla,11,86.2164,100.0,100.0,100.0,100.0,100.0,36.3636,0.0,0.0
INSPECCION DE TRANSITO Y TRANSPORTE DE BARRANCABERMEJA,890270948,703022061,Santander,Barrancabermeja,11,87.6827,100.0,100.0,100.0,100.0,100.0,18.1818,18.1818,0.0
MUNICIPIO DE YONDO,890984265,704848662,Antioquia,Yondó,11,89.5882,100.0,100.0,100.0,100.0,100.0,81.8182,0.0,0.0
PERSONERIA MUNICIPAL DE FUNZA,832000814,704059815,Cundinamarca,Funza,11,85.0427,100.0,100.0,100.0,100.0,100.0,18.1818,0.0,0.0
UNIVERSIDAD ANTONIO NARIÑO,860056070,715076568,Distrito Capital de Bogotá,Bogotá,11,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
AGENCIA DE CUNDINAMARCA PARA LA PAZ Y LA CONVIVENCIA - ACPC,901024331,702852070,Distrito Capital de Bogotá,No Definido,10,84.677,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.0
ALCALDIA MUNICIPAL DE MIRAFLORES BOYACA,800029660,702886201,Boyacá,Miraflores,10,88.869,100.0,100.0,100.0,100.0,100.0,80.0,0.0,0.0
CONTRALORIA GENERAL DE LA REPUBLICA-CGR- GERENCIA DEPARTAMENTAL CAUCA,899999067,708704770,Cauca,Popayán,10,87.74,100.0,100.0,100.0,100.0,100.0,60.0,0.0,0.0
CONTRALORIA GENERAL DE LA REPÚBLICA - CGR GERENCIA DEPARTAMENTAL META,899999067,708535638,No Definido,No Definido,10,88.549,100.0,100.0,100.0,100.0,100.0,80.0,0.0,0.0
CONTRALORIA GENERAL DE LA REPÚBLICA-CGR- GERENCIA DEPARTAMENTAL GUANIA,8999990672,708725528,Guainía,Inírida,10,89.515,100.0,100.0,100.0,100.0,100.0,60.0,10.0,0.0
DEPARTAMENTO DE CUNDINAMARCA-SECRETARIA JURIDICA,899999114,702165101,Distrito Capital de Bogotá,No Definido,10,84.515,100.0,100.0,100.0,100.0,100.0,10.0,0.0,0.0
DEPARTAMENTO DE POLICIA VICHADA - AREA SANIDAD*,842000015,702317272,Vichada,Puerto Carreño,10,85.16,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.0
DINAMICA SERVICIOS PUBLICOS E INGENIERIA E.S.P S.A.S,816003379,708060165,Risaralda,Belén De Umbría,10,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
EPMSC FRESNO,809003231,703152249,Tolima,No Definido,10,89.354,100.0,100.0,100.0,100.0,100.0,90.0,0.0,0.0
ESCUELA NORMAL SUPERIOR DE BUCARAMANGA,890201212,706368313,No Definido,No Definido,10,86.128,100.0,100.0,100.0,100.0,100.0,20.0,0.0,0.0
ESTABLECIMIENTO CARCELARIO DE ZIPAQUIRA,832001785,703735472,Cundinamarca,Zipaquirá,10,89.998,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD DE SAN GIL SANTANDER - INPEC,804003933,703360370,Santander,San Gil,10,89.193,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE CAUCASIA,811010133,703743120,Antioquia,Caucasia,10,90.32,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE PAMPLONA - INPEC,890505988,703574814,Norte de Santander,Pamplona,10,89.193,100.0,100.0,100.0,100.0,100.0,80.0,0.0,0.0
INPEC - ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE SANTO DOMINGO,811010132,703670810,Antioquia,Santo Domingo,10,89.837,100.0,100.0,100.0,100.0,100.0,90.0,0.0,0.0
INSTITUCION EDUCATIVA MANUEL ANTONIO DAVILA,8921152774,709238042,No Definido,No Definido,10,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
INSTITUTO COLOMBIANO AGROPECUARIO (ICA) - SECCIONAL ATLANTICO,899999069,708816616,Atlántico,Barranquilla,10,88.709,100.0,100.0,100.0,100.0,100.0,80.0,0.0,0.0
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL AMAZONAS,899999069,708778667,Amazonas,Leticia,10,88.065,100.0,100.0,100.0,100.0,100.0,50.0,0.0,0.0
INSTITUTO COLOMBIANO AGROPUARIO- SECCIONAL LA GUAJIRA,899999069,709180335,La Guajira,Riohacha,10,88.386,100.0,100.0,100.0,100.0,100.0,70.0,0.0,0.0
INSTITUTO MUNICIPAL DE DEPORTES DEL MUNICIPIO DE TURBO,890985359,703826834,Antioquia,Turbo,10,86.128,100.0,100.0,100.0,100.0,100.0,30.0,0.0,0.0
"INSTITUTO MUNICIPAL PARA EL DEPORTE, LA RECREACIÓN, EL APROVECHAMIENTO DEL TIEMPO LIBRE Y LA EDUCACIÓN EXTRAESCOLAR DE PRADERA",815000352,706435500,Valle del Cauca,Pradera,10,84.515,100.0,100.0,100.0,100.0,100.0,10.0,0.0,0.0
INSTITUTO NACIONAL PENITENCIARIO Y CARCELARIO INPEC DIRECCION REGIONAL OCCIDENTE,805008452,701860157,Valle del Cauca,Cali,10,90.159,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
Instituto Departamental de Transito y Transporte del Meta,8000476351,713858108,Meta,Restrepo,10,88.388,100.0,100.0,100.0,100.0,100.0,20.0,20.0,0.0
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL DEL TOLIMA,809010738,703689182,Tolima,Ibagué,10,86.451,100.0,100.0,100.0,100.0,100.0,20.0,10.0,0.0
MUNICIPIO DE ALTAMIRA,891180118,704897024,Huila,Altamira,10,90.32,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
MUNICIPIO DE CUBARA BOYACA,800099196,703750323,Boyacá,No Definido,10,87.741,100.0,100.0,100.0,100.0,100.0,50.0,0.0,0.0
MUNICIPIO DE LA MONTAÑITA CAQUETA,800095770,702541459,Caquetá,La Montañita,10,90.159,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
MUNICIPIO DE SOCOTA,800026911,702655044,Boyacá,Socotá,10,88.71,100.0,100.0,100.0,100.0,100.0,70.0,0.0,0.0
Oficina de Control Interno - Alcaldía de Tuluá,891900272,712856483,Valle del Cauca,Tuluá,10,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
PERSONERIA MUNICIPAL DE PALMIRA,815000301,715593075,Valle del Cauca,Palmira,10,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
PERSONERIA MUNICIPAL DE SABANETA,890980331,715352845,Antioquia,Sabaneta,10,87.096,100.0,100.0,100.0,100.0,100.0,50.0,0.0,0.0
RECLUSION DE MUJERES DE ARMENIA,801000767,702985680,No Definido,No Definido,10,89.998,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
"AGENCIA DISTRITAL PARA LA EDUCACIÓN SUPERIOR, LA CIENCIA Y LA TECNOLOGÍA, ATENEA",901508361,715791422,Distrito Capital de Bogotá,Bogotá,9,84.2289,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
ASAMBLEA DEPARTAMENTAL DE SANTANDER,800093948,704851328,Santander,Bucaramanga,9,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
CENTRO DE FORMACION INTEGRAL PARA EL TRABAJO - CEFIT,811031876,702217605,No Definido,No Definido,9,86.0211,100.0,100.0,100.0,100.0,100.0,33.3333,0.0,0.0
CONCEJO MUNICIPAL DE VALLEDUPAR,892300780,714380052,Cesar,Valledupar,9,84.5867,100.0,100.0,100.0,100.0,100.0,11.1111,0.0,0.0
CONCEJO MUNICIPAL DE YOPAL,844000423,715432654,Casanare,Yopal,9,85.4833,100.0,100.0,100.0,100.0,100.0,22.2222,0.0,0.0
CONTRALORIA MUNICIPAL DE POPAYAN,817005038,706504677,No Definido,No Definido,9,86.02,100.0,100.0,100.0,100.0,100.0,33.3333,0.0,0.0
CONTRALORIA MUNICIPAL DE VALLEDUPAR,892300310,712468198,Cesar,Valledupar,9,85.3033,100.0,100.0,100.0,100.0,100.0,22.2222,0.0,0.0
CORPORACION PRODESARROLLO Y SEGURIDAD DEL MUNICIPIO DE GIRARDOT,800055259,715450870,Cundinamarca,Girardot,9,87.0956,100.0,100.0,100.0,100.0,100.0,44.4444,0.0,0.0
ESTABLECIMIENTO CARCELARIO PURIFICACION,809003243,702957242,No Definido,No Definido,9,88.8889,100.0,100.0,100.0,100.0,100.0,55.5556,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD DE RAMIRIQUI - INPEC,820000975,702046186,No Definido,No Definido,9,89.9622,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO GRANADA - META,822001393,703012534,Meta,Granada,9,89.9622,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO SANTA ROSA DE CABAL,816001880,703388553,Risaralda,Santa Rosa De Cabal,9,90.1411,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
FISCALÍA GENERAL DE LA NACIÓN REGIONAL EJE CAFETERO,800187615,704842673,Risaralda,Pereira,9,89.7833,100.0,100.0,100.0,100.0,100.0,66.6667,11.1111,0.0
INPEC APARTADO,811046676,704116599,Antioquia,Apartadó,9,90.32,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
INPEC LA CEJA,811010105,702000100,Antioquia,La Ceja,9,88.8889,100.0,100.0,100.0,100.0,100.0,66.6667,0.0,0.0
INSTITUCION EDUCATIVA MARIA EMMA MENDOZA,825001049,710317850,No Definido,No Definido,9,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
INSTITUTO COLOMBIANO AGROPECUARIO SECCIONAL CESAR,899999069,708991377,Cesar,Valledupar,9,88.17,100.0,100.0,100.0,100.0,100.0,66.6667,0.0,0.0
INSTITUTO COLOMBIANO AGROPECUARIO-SECCIONAL CAQUETA,899999069,708794193,Caquetá,Florencia,9,87.4533,100.0,100.0,100.0,100.0,100.0,55.5556,0.0,0.0
INSTITUTO COLOMBIANO AGROPECUARIO-SECCIONAL CHOCO,899999069,709180566,No Definido,No Definido,9,89.4256,100.0,100.0,100.0,100.0,100.0,77.7778,0.0,0.0
INSTITUTO DE DEPORTE Y RECREACIÓN DEL MUNICIPIO DE SAN GIL,900297213,710760646,Santander,San Gil,9,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
INSTITUTO MUNICIPAL DE VIVIENDA DE INTERES SOCIAL Y REFORMA URBANA DEL MUNICIPIO DE ZARZL,821001122,713992097,Valle del Cauca,Zarzal,9,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
MUNICIPIO DE ABEJORRAL,890981195,700610157,Antioquia,Abejorral,9,89.6056,100.0,100.0,100.0,100.0,100.0,44.4444,11.1111,0.0
MUNICIPIO DE GAMEZA,891857764,704957844,Boyacá,Gameza,9,89.7833,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
MUNICIPIO DE SANTA ROSA-BOLIVAR,890481343,704997618,Bolívar,Santa Rosa,9,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
MUNICIPIO DE TAURAMENA,800012873,702028135,Casanare,Tauramena,9,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
MUNICIPIO EL COPEY,800096587,706068855,Cesar,El Copey,9,88.53,100.0,100.0,100.0,100.0,100.0,66.6667,0.0,0.0
PERSONERIA DE RIONEGRO,8909073172,715354700,Antioquia,Rionegro,9,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
PERSONERIA MUNICIPAL DE BELLO,901304025,715370243,Antioquia,Bello,9,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
ALCALDIA DE PALESTINA,891102764,703936328,Huila,Palestina,8,89.515,100.0,100.0,100.0,100.0,100.0,87.5,0.0,0.0
ALCALDIA DEL MUNICIPIO DE DIBULLA,825000134,702695339,La Guajira,Dibulla,8,90.32,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
ALCALDIA MUNICIPAL DE BARANOA,890112371,701706467,Atlántico,Baranoa,8,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
ALCALDIA MUNICIPAL DE SATIVANORTE,800050791,706976636,Boyacá,Sativanorte,8,89.515,100.0,100.0,100.0,100.0,100.0,87.5,0.0,0.0
ALCALDIA MUNICIPAL DE SUPATA,899999398,700583024,Cundinamarca,Supatá,8,89.515,100.0,100.0,100.0,100.0,100.0,75.0,0.0,0.0
ALCALDIA MUNICIPIO DE CALDAS BOYACÁ,891801796,706537669,Boyacá,Caldas,8,87.7,100.0,100.0,100.0,100.0,100.0,62.5,0.0,0.0
ALCALDIA MUNICIPIO DE GARZON,891180022,702458035,Huila,Garzón,8,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
ALCALDIA MUNICIPIO DE NOCAIMA,899999718,704059880,Cundinamarca,Nocaima,8,89.515,100.0,100.0,100.0,100.0,100.0,87.5,0.0,0.0
ALCALDIA MUNICIPIO DE RIONEGRO,890204646,703756064,Santander,Rionegro,8,88.305,100.0,100.0,100.0,100.0,100.0,62.5,0.0,0.0
ALCALDIA MUNICIPIO DE SANTANDER DE QUILICHAO,891500269,702580374,Cauca,Santander De Quilichao,8,85.08,100.0,100.0,100.0,100.0,100.0,25.0,0.0,0.0
ASAMBLEA DEPARTAMENTAL DEL CESAR,824003142,715472049,Cesar,Valledupar,8,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
CARCEL Y PENITENCIARIA DE MEDIANA SEGURIDAD DE CHOCONTA,832001797,703229344,Cundinamarca,Chocontá,8,89.5138,100.0,100.0,87.5,100.0,100.0,87.5,0.0,0.0
CARCEL Y PENITENCIERIA DE MEDIA SEGURIDAD DE CHIQUINQUIRA - INPEC,820000960,703081182,Boyacá,No Definido,8,90.32,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
CONCEJO DE DOSQUEBRADAS,800099310,715621710,Risaralda,Dosquebradas,8,86.695,100.0,100.0,100.0,100.0,100.0,12.5,0.0,0.0
CONCEJO DE ENVIGADO,8909071065,715221370,Antioquia,Envigado,8,85.2812,100.0,100.0,100.0,100.0,100.0,12.5,0.0,0.0
CONTRALORIA GENERAL DE LA REPUBLICA - CGR DEPARTAMENTAL PUTUMAYO,899999067,708724240,No Definido,No Definido,8,88.71,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
CONTRALORIA GENERAL DE LA REPUBLICA-CGR- GERENCIA DEPARTAMENTAL NORTE DE SANTANDER,899999067,708688106,Norte de Santander,Cúcuta,8,90.5225,100.0,100.0,100.0,100.0,100.0,75.0,12.5,0.0
CONTRALORIA GENERAL DE LA REPUBLICA-CGR-GERENCIA DEPARTAMENTAL SANTANDER,899999067,708680368,No Definido,No Definido,8,89.1125,100.0,100.0,100.0,100.0,100.0,50.0,12.5,0.0
CONTRALORIA MUNICIPAL DE TUNJA,800107701,705727196,Boyacá,Tunja,8,87.5,100.0,100.0,87.5,100.0,100.0,37.5,0.0,0.0
CORPORACIÓN GILBERTO ECHEVERRI MEJÍA,900679194,708539481,Antioquia,Medellín,8,85.8888,100.0,100.0,100.0,100.0,100.0,37.5,0.0,0.0
Contraloría Municipal de Soacha,832000669,700619034,Cundinamarca,No Definido,8,86.0875,100.0,100.0,100.0,100.0,100.0,37.5,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO ARMERO GUAYABAL,809002886,703635698,No Definido,No Definido,8,89.1125,100.0,100.0,100.0,100.0,100.0,87.5,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE BUENAVENTURA - INPEC,835000452,703116624,No Definido,No Definido,8,89.1125,100.0,100.0,100.0,100.0,100.0,62.5,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD Y CARCELARIO DE MAGANGUE,806003190,701138356,Bolívar,Magangué,8,89.3138,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO Y CARCELARIO DE AGUADAS,810001377,703713123,No Definido,No Definido,8,90.32,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
INPEC-CÁRCEL Y PENITENCIARIA DE MEDIA SEGURIDAD PARA MUJERES DE BUCARAMANGA,804003138,702959222,Santander,Bucaramanga,8,89.9175,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL HUILA,8999990697,709242184,Huila,Neiva,8,87.9012,100.0,100.0,100.0,100.0,100.0,62.5,0.0,0.0
INSTITUTO COLOMBIANO AGROPECUARIO - SECCIONAL VICHADA,899999069,708816285,Vichada,Puerto Carreño,8,87.4988,100.0,100.0,100.0,100.0,100.0,50.0,0.0,0.0
"INSTITUTO DE CULTURA, DEPORTES, LA EDUCACIÓN FÍSICA Y RECREACIÓN DEL DEPARTAMENTO DEL PUTUMAYO INDERCULTURA PUTUMAYO",846000696,704098094,Putumayo,Mocoa,8,89.9175,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
INSTITUTO DE TRANSITO Y TRANSPORTE DEL MUNICIPIO DE LOS PATIOS,807003659,714223880,Norte de Santander,Los Patios,8,89.3125,100.0,100.0,100.0,100.0,100.0,75.0,0.0,0.0
"INSTITUTO MUNICIPAL DE CULTURA, TURISMO, RECREACIÓN Y DEPORTE DE NILO ICTRD",900426075,702452525,No Definido,No Definido,8,89.7175,100.0,100.0,100.0,100.0,100.0,62.5,12.5,0.0
MINISTERIO DEL TRABAJO DIRECCION TERRITORIAL DE CORDOBA,800216323,703766956,No Definido,No Definido,8,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
MPIO DE STA MARIA,800029386,703694182,Boyacá,Santa María,8,88.3075,100.0,100.0,100.0,100.0,100.0,50.0,0.0,0.0
MUNICIPIO DE BELEN.,800099199,702488065,Boyacá,Belén,8,89.515,100.0,100.0,100.0,100.0,100.0,87.5,0.0,0.0
MUNICIPIO DE CHIQUIZA,800099723,702554676,Boyacá,Chíquiza,8,87.0975,100.0,100.0,100.0,100.0,100.0,37.5,0.0,0.0
MUNICIPIO DE MACANAL,891801129,703630640,Boyacá,Macanal,8,89.515,100.0,100.0,100.0,100.0,100.0,87.5,0.0,0.0
MUNICIPIO DE PESCA,891856464,703588277,Boyacá,Pesca,8,88.91,100.0,100.0,100.0,100.0,100.0,87.5,0.0,0.0
MUNICIPIO DE SAN EDUARDO,891801282,705074607,Boyacá,San Eduardo,8,89.9175,100.0,100.0,100.0,100.0,100.0,87.5,0.0,0.0
Oficina de Control Disciplinario Interno - Alcaldía de Tuluá,891900272,712858364,Valle del Cauca,Tuluá,8,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
PERSONERIA MUNICIPAL DE PEREIRA,8914800302,715194270,Risaralda,Pereira,8,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
PERSONERIA MUNICIPAL SOGAMOSO,800251377,715458162,Boyacá,Sogamoso,8,86.8938,100.0,100.0,100.0,100.0,100.0,50.0,0.0,0.0
RECLUSION DE MUJERES DE POPAYAN - INPEC,817001267,703102897,No Definido,No Definido,8,90.32,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
Wentidad Westatal,900345018,708620232,No Definido,No Definido,8,85.2825,100.0,100.0,75.0,100.0,100.0,37.5,0.0,0.0
ALCALDIA DE BECERRIL CESAR,800096576,703827279,Cesar,Becerril,7,90.09,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
ALCALDIA MUNICIPAL DE AIPE,891180070,700581077,Huila,Aipe,7,85.48,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0
CAJA DE PREVISION SOCIAL MUNICIPAL DE BUCARAMANGA,890204851,704366129,Santander,Bucaramanga,7,88.0171,100.0,100.0,100.0,100.0,100.0,57.1429,0.0,0.0
CARCEL Y PENITENCIARIA DE MEDIA SEGURIDAD DE DUITAMA,826000821,701266140,Boyacá,Duitama,7,90.09,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
CGR-GERENCIA DEPARTAMENTAL VAUPES,899999067,708706254,Vaupés,Mitú,7,90.09,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
CONCEJO MUNICIPAL DE ITAGUI,890980093,706029154,Antioquia,Itagui,7,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
CONCEJO MUNICIPAL DE YUMBO,805009462,704253053,Valle del Cauca,No Definido,7,86.6343,100.0,100.0,100.0,100.0,100.0,42.8571,0.0,0.0
CONCEJO MUNICIPIO DE CAUCASIA ANTIOQUIA,890906445,713489433,Antioquia,Caucasia,7,88.2471,100.0,100.0,100.0,100.0,100.0,71.4286,0.0,0.0
CONTRALORIA GENERAL DE LA REPUBLICA - CGR-GERENCIA DEPARTAMENTAL CESAR,899999067,708991906,Cesar,Valledupar,7,89.1686,100.0,100.0,100.0,100.0,100.0,85.7143,0.0,0.0
CONTRALORIA GENERAL DE LA REPUBLICA-CGR- GERENCIA DEPARTAMENTAL ATLÁNTICO,899999067,708723747,No Definido,No Definido,7,89.17,100.0,100.0,100.0,100.0,100.0,71.4286,0.0,0.0
CONTRALORIA GENERAL DE LA REPUBLICA-CGR-GERENCIA DEPARTAMENTAL SAN ANDRES,899999067,708700240,"San Andrés, Providencia y Santa Catalina",San Andrés,7,89.86,100.0,100.0,100.0,100.0,100.0,85.7143,0.0,0.0
CORPORACION MUSEO HISTORICO DE CARTAGENA DE INDIAS,900409652,704441492,No Definido,No Definido,7,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
CORPORACION PARA EL DESARROLLO SOCIAL Y CULTURAL DEL VALLE DEL CAUCA,800182554,713637361,Valle del Cauca,Cali,7,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
CORPORACIÓN PARA INVESTIGACIÓN APLICADA AL DESARROLLO,814005596,715933974,Nariño,Pasto,7,83.87,100.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0
CPMS SANTA MARTA,819001461,702990763,Magdalena,Santa Marta,7,88.94,100.0,100.0,100.0,100.0,100.0,57.1429,0.0,0.0
Concejo Municipal de Soacha,8320033078,714194685,Cundinamarca,Soacha,7,88.4786,100.0,100.0,100.0,100.0,100.0,71.4286,0.0,0.0
EPMSC ARMENIA - INPEC,801000907,702718339,Quindío,Armenia,7,90.09,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
ESE SALUD AQUITANIA,891855492,707770327,Boyacá,Aquitania,7,85.48,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0
ESTABLECIMIENTO PENITENCIARIO DE MEDIANA SEGURIDAD CARCELARIO SALAMINA,810001373,703764894,No Definido,No Definido,7,90.32,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0
